"","file.number","day","hms","file.directory"
"3434"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1026.jpg"
"3435"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1027.jpg"
"3436"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1029.jpg"
"3437"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1030.jpg"
"3438"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1031.jpg"
"3439"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1048.jpg"
"3440"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1050.jpg"
"3441"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1052.jpg"
"3442"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1077.jpg"
"3443"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1078.jpg"
"3444"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1128.jpg"
"3445"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1129.jpg"
"3446"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1130.jpg"
"3447"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1131.jpg"
"3448"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1132.jpg"
"3449"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1133.jpg"
"3450"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1135.jpg"
"3451"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1137.jpg"
"3452"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1138.jpg"
"3453"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1140.jpg"
"3454"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1141.jpg"
"3455"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1142.jpg"
"3456"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1150.jpg"
"3457"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1162.jpg"
"3458"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1163.jpg"
"3459"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1166.jpg"
"3460"," photos","2023-07-15","08:18:51","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1202.jpg"
"3461"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1203.jpg"
"3462"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1204.jpg"
"3463"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1205.jpg"
"3464"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1206.jpg"
"3465"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1208.jpg"
"3466"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1209.jpg"
"3467"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1210.jpg"
"3468"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1213.jpg"
"3469"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1214.jpg"
"3470"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1221.jpg"
"3471"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1222.jpg"
"3472"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1223.jpg"
"3473"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1235.jpg"
"3474"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1236.jpg"
"3475"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1237.jpg"
"3476"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1238.jpg"
"3477"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1239.jpg"
"3478"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1240.jpg"
"3479"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1241.jpg"
"3480"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1242.jpg"
"3481"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1264.jpg"
"3482"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1265.jpg"
"3483"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1266.jpg"
"3484"," photos","2023-07-15","08:18:50","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1282.jpg"
"3485"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1292.jpg"
"3486"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1293.jpg"
"3487"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1294.jpg"
"3488"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1295.jpg"
"3489"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1296.jpg"
"3490"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1297.jpg"
"3491"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1299.jpg"
"3492"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1300.jpg"
"3493"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1305.jpg"
"3494"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1306.jpg"
"3495"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1307.jpg"
"3496"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1334.jpg"
"3497"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1335.jpg"
"3498"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1336.jpg"
"3499"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1340.jpg"
"3500"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1341.jpg"
"3501"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1344.jpg"
"3502"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1345.jpg"
"3503"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1346.jpg"
"3504"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1358.jpg"
"3505"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1367.jpg"
"3506"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1371.jpg"
"3507"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1373.jpg"
"3508"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1374.jpg"
"3509"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1376.jpg"
"3510"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1377.jpg"
"3511"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1378.jpg"
"3512"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1387.jpg"
"3513"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1388.jpg"
"3514"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1389.jpg"
"3515"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1390.jpg"
"3516"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1391.jpg"
"3517"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1392.jpg"
"3518"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1393.jpg"
"3519"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1394.jpg"
"3520"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1398.jpg"
"3521"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1438.jpg"
"3522"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1439.jpg"
"3523"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1440.jpg"
"3524"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1441.jpg"
"3525"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1442.jpg"
"3526"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1443.jpg"
"3527"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1445.jpg"
"3528"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1446.jpg"
"3529"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1447.jpg"
"3530"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1448.jpg"
"3531"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1466.jpg"
"3532"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1467.jpg"
"3533"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1468.jpg"
"3534"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1469.jpg"
"3535"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1470.jpg"
"3536"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1471.jpg"
"3537"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1480.jpg"
"3538"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1507.jpg"
"3539"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1508.jpg"
"3540"," photos","2023-07-15","08:18:49","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1573.jpg"
"3541"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1574.jpg"
"3542"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1575.jpg"
"3543"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1576.jpg"
"3544"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1577.jpg"
"3545"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1592.jpg"
"3546"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1594.jpg"
"3547"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1596.jpg"
"3548"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1597.jpg"
"3549"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1598.jpg"
"3550"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1610.jpg"
"3551"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1611.jpg"
"3552"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1612.jpg"
"3553"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1613.jpg"
"3554"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1614.jpg"
"3555"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1615.jpg"
"3556"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1632.jpg"
"3557"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1633.jpg"
"3558"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1634.jpg"
"3559"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1635.jpg"
"3560"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1636.jpg"
"3561"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1637.jpg"
"3562"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1638.jpg"
"3563"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1639.jpg"
"3564"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1640.jpg"
"3565"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1641.jpg"
"3566"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1642.jpg"
"3567"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1643.jpg"
"3568"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1683.jpg"
"3569"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1684.jpg"
"3570"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1685.jpg"
"3571"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1686.jpg"
"3572"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1687.jpg"
"3573"," photos","2023-07-15","08:18:47","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1688.jpg"
"3574"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1689.jpg"
"3575"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1695.jpg"
"3576"," photos","2023-07-15","08:18:46","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1696.jpg"
"3577"," photos","2023-07-15","08:18:48","FLIR photos/Worm Experiment/Repeatability/HIGHPRIORITY/FLIR1697.jpg"
"3578"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0879.jpg"
"3579"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0880.jpg"
"3580"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0881.jpg"
"3581"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0882.jpg"
"3582"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0883.jpg"
"3583"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0884.jpg"
"3584"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0886.jpg"
"3585"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0887.jpg"
"3586"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0888.jpg"
"3587"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0889.jpg"
"3588"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0890.jpg"
"3589"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0951.jpg"
"3590"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0952.jpg"
"3591"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0953.jpg"
"3592"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0954.jpg"
"3593"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0955.jpg"
"3594"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0956.jpg"
"3595"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0957.jpg"
"3596"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0958.jpg"
"3597"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0959.jpg"
"3598"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0960.jpg"
"3599"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0962.jpg"
"3600"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0963.jpg"
"3601"," photos","2023-07-15","08:18:58","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0964.jpg"
"3602"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0965.jpg"
"3603"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0966.jpg"
"3604"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0979.jpg"
"3605"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0980.jpg"
"3606"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR0981.jpg"
"3607"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1032.jpg"
"3608"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1033.jpg"
"3609"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1034.jpg"
"3610"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1035.jpg"
"3611"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1036.jpg"
"3612"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1037.jpg"
"3613"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1038.jpg"
"3614"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1039.jpg"
"3615"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1040.jpg"
"3616"," photos","2023-07-15","08:18:57","FLIR photos/Worm Experiment/Repeatability/SECONDPRIORITY/FLIR1041.jpg"
