"","file.number","day","hms","file.directory"
"1822"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0142.jpg"
"1823"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0143.jpg"
"1824"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0144.jpg"
"1825"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0145.jpg"
"1826"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0146.jpg"
"1827"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0147.jpg"
"1828"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0148.jpg"
"1829"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0149.jpg"
"1830"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0150.jpg"
"1831"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0151.jpg"
"1832"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0152.jpg"
"1833"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0153.jpg"
"1834"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0154.jpg"
"1835"," photos","2023-07-15","08:19:17","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0155.jpg"
"1836"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0156.jpg"
"1837"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0157.jpg"
"1838"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0158.jpg"
"1839"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0159.jpg"
"1840"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0160.jpg"
"1841"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0161.jpg"
"1842"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0162.jpg"
"1843"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0163.jpg"
"1844"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0164.jpg"
"1845"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0165.jpg"
"1846"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0166.jpg"
"1847"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0167.jpg"
"1848"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0168.jpg"
"1849"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0169.jpg"
"1850"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0170.jpg"
"1851"," photos","2023-07-15","08:19:16","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0171.jpg"
"1852"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0172.jpg"
"1853"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0173.jpg"
"1854"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0174.jpg"
"1855"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0175.jpg"
"1856"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0176.jpg"
"1857"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0177.jpg"
"1858"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0178.jpg"
"1859"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0179.jpg"
"1860"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0180.jpg"
"1861"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0181.jpg"
"1862"," photos","2023-07-15","08:19:15","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0182.jpg"
"1863"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0183.jpg"
"1864"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0184.jpg"
"1865"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0185.jpg"
"1866"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0186.jpg"
"1867"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0187.jpg"
"1868"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0188.jpg"
"1869"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0189.jpg"
"1870"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0190.jpg"
"1871"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0191.jpg"
"1872"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0192.jpg"
"1873"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0193.jpg"
"1874"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0194.jpg"
"1875"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0195.jpg"
"1876"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0196.jpg"
"1877"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0197.jpg"
"1878"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0198.jpg"
"1879"," photos","2023-07-15","08:19:14","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0199.jpg"
"1880"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0200.jpg"
"1881"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0201.jpg"
"1882"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0202.jpg"
"1883"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0203.jpg"
"1884"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0204.jpg"
"1885"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0205.jpg"
"1886"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0206.jpg"
"1887"," photos","2023-07-15","08:19:13","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0207.jpg"
"1888"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0208.jpg"
"1889"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0209.jpg"
"1890"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0210.jpg"
"1891"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0211.jpg"
"1892"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0212.jpg"
"1893"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0213.jpg"
"1894"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0214.jpg"
"1895"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0215.jpg"
"1896"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0216.jpg"
"1897"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0217.jpg"
"1898"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0218.jpg"
"1899"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0219.jpg"
"1900"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0220.jpg"
"1901"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0221.jpg"
"1902"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0222.jpg"
"1903"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0223.jpg"
"1904"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0224.jpg"
"1905"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0225.jpg"
"1906"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0226.jpg"
"1907"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0227.jpg"
"1908"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0228.jpg"
"1909"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0229.jpg"
"1910"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0230.jpg"
"1911"," photos","2023-07-15","08:19:12","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0231.jpg"
"1912"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0232.jpg"
"1913"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0233.jpg"
"1914"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0234.jpg"
"1915"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0235.jpg"
"1916"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0236.jpg"
"1917"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0237.jpg"
"1918"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0238.jpg"
"1919"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0239.jpg"
"1920"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0240.jpg"
"1921"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0241.jpg"
"1922"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0242.jpg"
"1923"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0243.jpg"
"1924"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0244.jpg"
"1925"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0245.jpg"
"1926"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0246.jpg"
"1927"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0247.jpg"
"1928"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0248.jpg"
"1929"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0249.jpg"
"1930"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0250.jpg"
"1931"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0251.jpg"
"1932"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0252.jpg"
"1933"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0253.jpg"
"1934"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0254.jpg"
"1935"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0255.jpg"
"1936"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0256.jpg"
"1937"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0257.jpg"
"1938"," photos","2023-07-15","08:19:11","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0258.jpg"
"1939"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0259.jpg"
"1940"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0260.jpg"
"1941"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0261.jpg"
"1942"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0262.jpg"
"1943"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0263.jpg"
"1944"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0264.jpg"
"1945"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0265.jpg"
"1946"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0266.jpg"
"1947"," photos","2023-07-15","08:19:10","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0267.jpg"
"1948"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0268.jpg"
"1949"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0269.jpg"
"1950"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0270.jpg"
"1951"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0271.jpg"
"1952"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0272.jpg"
"1953"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0273.jpg"
"1954"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0274.jpg"
"1955"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0275.jpg"
"1956"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0276.jpg"
"1957"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0277.jpg"
"1958"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0278.jpg"
"1959"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0279.jpg"
"1960"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0280.jpg"
"1961"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0281.jpg"
"1962"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0282.jpg"
"1963"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0283.jpg"
"1964"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0284.jpg"
"1965"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0285.jpg"
"1966"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0286.jpg"
"1967"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0287.jpg"
"1968"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0288.jpg"
"1969"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0289.jpg"
"1970"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0290.jpg"
"1971"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0291.jpg"
"1972"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0292.jpg"
"1973"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0293.jpg"
"1974"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0294.jpg"
"1975"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0295.jpg"
"1976"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0296.jpg"
"1977"," photos","2023-07-15","08:19:09","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0297.jpg"
"1978"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0298.jpg"
"1979"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0299.jpg"
"1980"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0300.jpg"
"1981"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0301.jpg"
"1982"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0302.jpg"
"1983"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0303.jpg"
"1984"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0304.jpg"
"1985"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0305.jpg"
"1986"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0306.jpg"
"1987"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0307.jpg"
"1988"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0308.jpg"
"1989"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0309.jpg"
"1990"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0310.jpg"
"1991"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0311.jpg"
"1992"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0312.jpg"
"1993"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0313.jpg"
"1994"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0314.jpg"
"1995"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0315.jpg"
"1996"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0316.jpg"
"1997"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0317.jpg"
"1998"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0318.jpg"
"1999"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0319.jpg"
"2000"," photos","2023-07-15","08:19:08","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0320.jpg"
"2001"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0321.jpg"
"2002"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0322.jpg"
"2003"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0323.jpg"
"2004"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0324.jpg"
"2005"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0325.jpg"
"2006"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0326.jpg"
"2007"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0327.jpg"
"2008"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0328.jpg"
"2009"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0329.jpg"
"2010"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0330.jpg"
"2011"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0331.jpg"
"2012"," photos","2023-07-15","08:19:07","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0332.jpg"
"2013"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0333.jpg"
"2014"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0334.jpg"
"2015"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0335.jpg"
"2016"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0336.jpg"
"2017"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0337.jpg"
"2018"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0338.jpg"
"2019"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0339.jpg"
"2020"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0340.jpg"
"2021"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0341.jpg"
"2022"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0342.jpg"
"2023"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0343.jpg"
"2024"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0344.jpg"
"2025"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0345.jpg"
"2026"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0346.jpg"
"2027"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0347.jpg"
"2028"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0348.jpg"
"2029"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0349.jpg"
"2030"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0350.jpg"
"2031"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0351.jpg"
"2032"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0352.jpg"
"2033"," photos","2023-07-15","08:19:06","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0353.jpg"
"2034"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0354.jpg"
"2035"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0355.jpg"
"2036"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0356.jpg"
"2037"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0357.jpg"
"2038"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0358.jpg"
"2039"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0359.jpg"
"2040"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0360.jpg"
"2041"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0361.jpg"
"2042"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0362.jpg"
"2043"," photos","2023-07-15","08:19:05","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0363.jpg"
"2044"," photos","2023-07-15","08:19:04","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0364.jpg"
"2045"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0365.jpg"
"2046"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0366.jpg"
"2047"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0367.jpg"
"2048"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0368.jpg"
"2049"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0369.jpg"
"2050"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0370.jpg"
"2051"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0371.jpg"
"2052"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0372.jpg"
"2053"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0373.jpg"
"2054"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0374.jpg"
"2055"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0375.jpg"
"2056"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0376.jpg"
"2057"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0377.jpg"
"2058"," photos","2023-07-15","08:19:03","FLIR photos/Worm Experiment/Repeatability/Batch1/FLIR0378.jpg"
